BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
15-129550,"Les travaux seront financés par le C.C.A.S. Au moyen de ses ressources propres, abondées par des ressources externes, soit dans le cadre d'emprunts, soit par le biais de subventions spécifiques en cas d'éligibilité, ou de participations publiques ou privées.",Les prix du marché sont réputés établis sur la base des conditions économiques du 1er jour du mois de calendrier qui précède celui de la remise des offres ; ce mois est appelé ' mois zéro '. Les prix seront révisés mensuellement.,"Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois : - en qualité de candidats individuels et de membres d'un ou plusieurs groupements ; - en qualité de membres de plusieurs groupements.Unité monétaire utilisée, l'euro.",False,False,,False,True,False,CF_NIV_SUIV,,
15-171667,"chaque paiement fera l'objet d'une retenue de garantie au taux de 5,00% dans les conditions prévues aux articles 122, 123 et 124 du Décret no 2016-360 du 25 mars 2016. Cette sûreté s'applique sur l'intégralité des prestations objet du marché. La retenue de garantie peut être remplacée, au gré du titulaire, par une garantie à première demande, dans les conditions prévues à l'article 123 du Décret no 2016-360 du 25 mars 2016. Le remplacement de la retenue de garantie par une caution personnelle et solidaire n'est pas autorisé.","le règlement des dépenses s'effectuera par mandat administratif suivi d'un virement, selon les règles de la comptabilité publique et dans les délais réglementaires (délai global de paiement de 30 jours conformément aux dispositions de l'article 183 du Décret no 2016-360 du 25 mars 2016). Le financement s'effectuera sur le budget départemental et sur les ressources propres du Département.",aucune forme de groupement n'est imposée par le pouvoir adjudicateur.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
15-28206,,paiement par virement administratif,le marché sera attribué à un titulaire unique ou à un groupement d'entreprises.,False,False,,False,True,False,CF_NIV_SUIV,,
16-10979,Aucune garantie financière exigée.,Articles 109 à 132 du du décret no2016-360 du 25 mars 2016 ; Règlement des comptes : conditions du ccag fcs dans sa dernière version. Délai global de paiement : 30 jours. Caractéristiques des prix :Prix fermes non actualisables. Modalité de financement : Budget principal de la Communauté de Communes du Grand Pontarlier. Modalité de variation des prix : une avance de 5 % sera accordée dans les conditions prévues au contrat - garantie à première demande couvrant 100 % du montant de l'avance.,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois : - en qualité de candidats individuels et de membres d'un ou plusieurs groupements ; - en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-15393,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-205,"Une garantie à première demande est exigée pour le remboursement de toute l'avance, si le titulaire accepte l'avance proposée. Aucune avance qui ne soit couverte par une telle garantie ne sera mandatée.","Le financement est assurée par le budget communal. Le paiement s'effectuera par mandat administratif dans un délai de trente jours à compter de la date de réception par la Collectivité de la demande de paiement. Si des dispositions législatives ou réglementaires plus favorables interviennent, dans cette hypothèse, le délai de paiement fixé par ces dispositions s'applique automatiquement. Le défaut de paiement dans le délai ci-dessus fixe fait courir de plein droit et sans autre formalité, des intérêts moratoires au bénéfice du titulaire du marché. Le retard de paiement donne lieu de plein droit et sans autre formalité au versement d'une indemnité forfaitaire pour frais de recouvrement dont le montant est fixée à 40 euros. Le taux des intérêts moratoires applicable au marché est égal au taux d'intérêt appliqué par la Banque centrale européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points de pourcentage.","A l'issue de la consultation, le groupement devra revêtir la forme conjoint avec mandataire solidaire. Il est interdit aux candidats d'être mandataire de plus d'un groupement.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-22753,se reporter au RC,se reporter au RC,se reporter au RC,False,False,,False,False,False,CF_NIV_SUIV,,
16-2722,,,"Les marchés seront conclus avec une entreprise spécialisée ou un groupement d'entreprises spécialisées. En cas de groupement conjoint le mandataire devra être solidaire. Dans le cas où un candidat souhaiterait répondre aux deux lots, il adressera un dossier séparé pour chacun des lots.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-28656,constitution d'une garantie de 1ere demande couvrant100% de l'avance.,"ressources propresLot 1 : taxe d'enlèvement des ordures ménagères, produit de la revalorisation des déchets, redevance spéciale), et emprunt.Lot 2 : contributions des communes, autres produits et emprunts.Règlement effectué par virement administratif dans un délai global de paiement conforme loi 2013-100 du 28/01/2013 titre IV et de son décret d'application.",solidaire,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-29027,"Conformément à l'article 61 de l'ordonnance relative aux marchés publics et à l'article 109 du décret no2016-361, le marché peut prévoir une retenue de garantie.",Les règlements s'effectuent par virement avec délai de paiement à 30 jours maximum dans les conditions fixées par le titre IV de la loi no2013-100 du 28 janvier 2013 et de son décret d'application.Le financement est assuré exclusivement par les ressources budgétaires de l'etat.La monnaie de compte est l'euro.,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
