BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
11-284084,Métropole de Lyon,None,"M. Robin Nicolas, gestionnaire administratif du marché",,,20 rue du Lac - CS 33569,69505,Lyon Cedex 03,,,,04-26-99-30-64,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
12-145815,IHU-Strasbourg,None,M. le Directeur Général,,,s/c IRCAD1 place de l'Hôpital,67091,Strasbourg,,(+33) 3-88-11-90-00,,,,,,,,,,False,False,,False,False
12-167470,Ville de Beaucaire,None,Monsieur le Maire de Beaucaire,,,Place Georges Clemenceau,30300,Beaucaire,,,,,,https://www.marches-securises.fr,,,https://www.marches-securises.fr,,,False,False,,False,False
13-147112,Commune de Saint Leu,None,Monsieur le Député-Maire,Direction de l'Aménagement et du Développement,,"58, rue du Général lambert",97436,Saint-leu,RE,(+33) -02-62-34-80-03,,(+33) -02-62-34-79-78,,,,,,,,False,False,,False,False
14-169517,Ville de Beaucaire,None,Monsieur le Maire de Beaucaire,,,Place Georges Clémenceau,30300,Beaucaire,,04-66-59-10-06,,04-66-59-90-02,,,http://www.marches-securises.fr,,,,,False,False,,False,False
14-173652,MINDEF/Armée de l'Air/SIMMAD/SSAM33503,None,le Directeur de la SSAM/GAIA,,,Groupement aérien des Installations Aéronautiques 11.565 Avenue de l'Argonne CS 70 037,33693,Mérignac cedex,,05-33-05-32-21,,05-57-53-63-65,ssam33503.ecia.ba106@inet.air.defense.gouv.fr,,,,,,,False,False,,False,False
15-1048,Centre Communal d'Action Sociale,None,Mme la Vice-Présidente du CCAS de la Ville de Lyon,,,1 place de la Comédie,69205,Lyon cedex 01,,,,,,,http://www.marches-securises.fr,,,,,False,False,,False,False
15-106216,ville de Louviers,None,M. Le Maire,,,"Hôtel de Ville - CS 10621,",27406,Louviers,,02-32-09-58-58,,,,,,,,,,False,False,,False,False
15-110615,Pôle emploi DGA SI,None,SG département achats et gestion des marchés,ao_pad.00316@pole-emploi.fr,,70 rue de Lagny,93100,Montreuil,,,,,,http://pole-emploi.e-marchespublics.com/,,,,,,False,False,,False,False
15-112770,Communauté de l'agglomération havraise,None,Secrétariat de la commission d'appel d'offres,CODAH - M. Raphaël VOLOVITCH (Direction juridique et des marchés) -2ème étage de l'extension de l'Hôtel de Ville - CS 70854 - 76085 Le Havre Cedex,,"hôtel d'agglomération, 19 rue Georges Braque, CS 70854",76085,LE HAVRE Cedex,,,,(+33) 2-35-19-45-16,raphael.volovitch@codah.fr,http://www.codah.fr/,,,,,,False,False,,False,False
15-114770,SEMTCAR,385 179 999 00037,Monsieur le directeur général,,,immeuble Agora - 1 rue Geneviève de Gaulle-AnthoniozCS 80827,35208,Rennes cedex2,,(+33) 2-99-85-89-30,,(+33) 2-99-65-11-51,aapc@semtcar.fr,http://www.semtcar.fr,http://semtcar.marcoweb.fr,,,,,False,False,,False,False
15-115857,Métropole de Lyon,None,Isabelle DUBREUIL,,,20 rue du LacCS 33569,69505,Lyon cedex 03,,,,(+33)04-26-99-30-64,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
15-122219,ville de Saint-Maur-des-Fossés,None,Service Marchés Publics,judicaelle brulé,,place charles de Gaulle,94100,saint maur des fosses cedex,,(+33) 1-45-11-65-65,,(+33)1-45-11-65-73,marches.publics@mairie-saint-maur.com,https://stmaur-marches.achatpublic.com,https://stmaur-marches.achatpublic.com,,,,,False,False,,False,False
