BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
08-139816,2016-12-06 23:00:00,2017-01-30 11:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,17,,construction d une halle
09-132528,2016-12-04 23:00:00,2017-01-17 14:00:00,2017-01-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,67,,Marchés de travaux des lots 09-11-12 pour la restructuration et l'extension de l'école primaire de Batzendorf
09-132528,2016-12-04 23:00:00,2017-01-17 14:00:00,2017-01-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,68,,Marchés de travaux des lots 09-11-12 pour la restructuration et l'extension de l'école primaire de Batzendorf
09-132528,2016-12-04 23:00:00,2017-01-17 14:00:00,2017-01-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,57,,Marchés de travaux des lots 09-11-12 pour la restructuration et l'extension de l'école primaire de Batzendorf
10-273444,2016-12-28 23:00:00,,2017-01-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,406,Délégation de service public,CF_NIV_SUIV,False,False,29,,délégation de service public pour la reprise en gestion de la maison de l'enfance
13-81366,2016-12-01 23:00:00,,2017-02-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,76,,délégation de service public pour la gestion et l'exploitation de l'aéroport le havre-octeville
13-95774,2016-12-04 23:00:00,,2017-01-17 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,199,Matériaux routiers,CF_NIV_SUIV,False,False,57,,travaux de modification de l'accès à la société lagrange : travaux de vrd dont création de l'amorce de la branche raccordée au giratoire rd 590
13-95774,2016-12-04 23:00:00,,2017-01-17 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,199,Matériaux routiers,CF_NIV_SUIV,False,False,54,,travaux de modification de l'accès à la société lagrange : travaux de vrd dont création de l'amorce de la branche raccordée au giratoire rd 590
15-48749,2016-12-18 23:00:00,2017-01-27 12:00:00,2017-01-26 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,20,Assurance,CF_NIV_SUIV,False,False,34,,marché d'assurance construction 'dommages ouvrage' relatif à la construction de la délégation régionale languedoc-roussillon du cnfpt à Montpellier.
15-82679,2016-12-13 23:00:00,2017-01-30 11:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,59,"Chauffage (exploitation, entretien)",CF_NIV_SUIV,False,False,67,,"Maintenance des installations thermiques, aérauliques, climatiques et sanitaires"
15-82679,2016-12-13 23:00:00,2017-01-30 11:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,62,Climatisation,CF_NIV_SUIV,False,False,67,,"Maintenance des installations thermiques, aérauliques, climatiques et sanitaires"
15-82679,2016-12-13 23:00:00,2017-01-30 11:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,319,Sanitaire,CF_NIV_SUIV,False,False,67,,"Maintenance des installations thermiques, aérauliques, climatiques et sanitaires"
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,74,Couverture,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,94,Drainage,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,113,Equipement sportif,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,129,Fondations spéciales,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-101801,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,306,Réseaux divers,CF_NIV_SUIV,False,False,75,,réalisation d'un terrain de grands jeux et fin des aménagements exterieurs de l'INSEP à Paris
16-102075,2016-12-22 23:00:00,,2017-01-20 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,20,Assurance,CF_NIV_SUIV,False,False,14,,"marché de prestation d'assurance ""dommages aux biens et risques annexes"" pour les besoins de la ville d'hérouville saint-clair"
16-103775,2016-12-01 23:00:00,2017-01-06 11:00:00,2017-01-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,68,Consommables informatiques,CF_NIV_SUIV,False,False,82,,Maintenance et fourniture de matériels pour le réseau informatique de la commune de Caussade
16-103775,2016-12-01 23:00:00,2017-01-06 11:00:00,2017-01-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,162,Informatique (matériel),CF_NIV_SUIV,False,False,82,,Maintenance et fourniture de matériels pour le réseau informatique de la commune de Caussade
16-103775,2016-12-01 23:00:00,2017-01-06 11:00:00,2017-01-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,163,Informatique (prestations de services),CF_NIV_SUIV,False,False,82,,Maintenance et fourniture de matériels pour le réseau informatique de la commune de Caussade
16-103775,2016-12-01 23:00:00,2017-01-06 11:00:00,2017-01-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,453,Informatique (assistance),CF_NIV_SUIV,False,False,82,,Maintenance et fourniture de matériels pour le réseau informatique de la commune de Caussade
16-103775,2016-12-01 23:00:00,2017-01-06 11:00:00,2017-01-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,454,Informatique (maintenance serveurs et réseaux),CF_NIV_SUIV,False,False,82,,Maintenance et fourniture de matériels pour le réseau informatique de la commune de Caussade
16-103913,2016-12-04 23:00:00,2016-12-30 16:00:00,2016-12-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,475,Véhicules (acquisition),CF_NIV_SUIV,False,False,59,,fourniture et livraison d'un véhicule neuf de 3t5 aménagé pour le transport de conteneurs et thermo ports contenant des denrées alimentaires
16-108521,2016-12-08 23:00:00,,2017-01-25 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,1,,rd 933a - reconstruction du pont de fleurville sur la saône - maîtrise d'oeuvre
16-110298,2016-12-07 23:00:00,,2017-01-15 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,57,,Avis de résultat de concoursCONCOURS DE MAITRISE D'OEUVRE POUR LA CONSTRUCTION D'UN GROUPE SCOLAIRE A POURNOY LA GRASSE
16-112274,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,False,76,76.0,prestations d'entretien de terrains de sport engazonnés à Grand-Quevilly
16-112274,2016-12-19 23:00:00,,2017-01-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,196,Maintenance,CF_NIV_SUIV,False,False,76,76.0,prestations d'entretien de terrains de sport engazonnés à Grand-Quevilly
16-112510,2016-12-23 23:00:00,,2016-12-28 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,21,Audit,CF_NIV_SUIV,False,False,75,,"acquisition, maintenance d'instrumentation chirurgicale et d'équipements et prestations associées"
16-112510,2016-12-23 23:00:00,,2016-12-28 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,186,Logiciel,CF_NIV_SUIV,False,False,75,,"acquisition, maintenance d'instrumentation chirurgicale et d'équipements et prestations associées"
16-112510,2016-12-23 23:00:00,,2016-12-28 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,212,Matériel médical,CF_NIV_SUIV,False,False,75,,"acquisition, maintenance d'instrumentation chirurgicale et d'équipements et prestations associées"
16-112510,2016-12-23 23:00:00,,2016-12-28 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,218,Matériel de stérilisation,CF_NIV_SUIV,False,False,75,,"acquisition, maintenance d'instrumentation chirurgicale et d'équipements et prestations associées"
16-112510,2016-12-23 23:00:00,,2016-12-28 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,75,,"acquisition, maintenance d'instrumentation chirurgicale et d'équipements et prestations associées"
16-113587,2016-12-30 23:00:00,,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,249,Ordures ménagères (prestations),CF_NIV_SUIV,False,False,49,,"collecte en porte à porte des déchets ménagers avec idendification, fourniture, gestion et maintenance des bacs, gestion de la base de données usagers et facturation de la redevance incitative"
16-113752,2016-12-14 23:00:00,,2017-01-15 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,19,Assistance technique,CF_NIV_SUIV,True,True,75,,fourniture de pièces détachées et prestations d'assistance technique associées à l'exploitation de la rotative goss unl et du sécheur uv prime
16-113752,2016-12-14 23:00:00,,2017-01-15 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,112,Equipement industriel,CF_NIV_SUIV,True,True,75,,fourniture de pièces détachées et prestations d'assistance technique associées à l'exploitation de la rotative goss unl et du sécheur uv prime
16-113752,2016-12-14 23:00:00,,2017-01-15 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,266,Pièces détachées,CF_NIV_SUIV,True,True,75,,fourniture de pièces détachées et prestations d'assistance technique associées à l'exploitation de la rotative goss unl et du sécheur uv prime
16-119547,2016-12-23 23:00:00,,2017-02-21 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,186,Logiciel,CF_NIV_SUIV,False,False,13,,réaménagement de l'hémicycle de l'hôtel de la métropole d'aix-marseille provence
16-119547,2016-12-23 23:00:00,,2017-02-21 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,204,Matériel électronique,CF_NIV_SUIV,False,False,13,,réaménagement de l'hémicycle de l'hôtel de la métropole d'aix-marseille provence
16-119547,2016-12-23 23:00:00,,2017-02-21 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,230,Mobilier,CF_NIV_SUIV,False,False,13,,réaménagement de l'hémicycle de l'hôtel de la métropole d'aix-marseille provence
16-119708,2016-11-30 23:00:00,,2017-02-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,82,Collecte sélective,CF_NIV_SUIV,False,True,91,,collecte et traitement des déchets pour le Syndicat mixte de la Vallée de l'Orge
16-119708,2016-11-30 23:00:00,,2017-02-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,84,Décharge,CF_NIV_SUIV,False,True,91,,collecte et traitement des déchets pour le Syndicat mixte de la Vallée de l'Orge
16-119708,2016-11-30 23:00:00,,2017-02-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,249,Ordures ménagères (prestations),CF_NIV_SUIV,False,True,91,,collecte et traitement des déchets pour le Syndicat mixte de la Vallée de l'Orge
16-119708,2016-11-30 23:00:00,,2017-02-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,404,Déchets non ménagers (prestations),CF_NIV_SUIV,False,True,91,,collecte et traitement des déchets pour le Syndicat mixte de la Vallée de l'Orge
16-119832,2016-12-14 23:00:00,2017-01-30 16:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,27,,mission de maîtrise d'oeuvre relative à la création d'une déchèterie intercommunale sur la commune d'alizay
16-119832,2016-12-14 23:00:00,2017-01-30 16:00:00,2017-01-29 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,76,,mission de maîtrise d'oeuvre relative à la création d'une déchèterie intercommunale sur la commune d'alizay
16-119967,2016-12-24 23:00:00,,2017-02-05 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,115,Equipements spécialisés,CF_NIV_SUIV,False,True,92,,Acquisition d'instrumentation scientifique
16-120033,2016-12-02 23:00:00,,2017-01-11 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,60,,fourniture et livraison de titres restaurant
16-120033,2016-12-02 23:00:00,,2017-01-11 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,416,Titres restaurant,CF_NIV_SUIV,False,False,60,,fourniture et livraison de titres restaurant
16-122797,2016-12-21 23:00:00,2017-01-23 16:00:00,2017-01-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,21,,maîtrise d'oeuvre pour des opérations de réfections de toiture/couverture dans 6 lycées situés dans les départements 21 et 71
16-122797,2016-12-21 23:00:00,2017-01-23 16:00:00,2017-01-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,71,,maîtrise d'oeuvre pour des opérations de réfections de toiture/couverture dans 6 lycées situés dans les départements 21 et 71
16-123629,2016-12-02 23:00:00,,2017-01-16 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,239,Nettoyage de locaux,CF_NIV_SUIV,False,False,974,,- prestations de nettoyage - mediatheque du tampon
