BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
16-3312,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-3313,Il n'est pas prévu de retenue de garantie. L'avance ne pourra être versée qu'après constitution de la garantie à première demande prévue à l'article 89 du Code des marchés publics. Cette garantie à première demande pourra être remplacée par une caution personnelle et solidaire (article 5-2 du CCAP),Budget principal ville - règlement des dépenses par mandat administratif suivi d'un virement - Délai global de paiement : 30 jours,"Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois :1° En qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2° En qualité de membres de plusieurs groupements ;Conformément à l'article 51-VI du Code des Marchés Publics. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles.",False,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-3315,Il ne sera pas pratiqué de retenue de garantie.,"Le mode de règlement est le virement bancaire. Le paiement interviendra dans un délai maximum de 30 jours à compter de la date de réception des factures. Les factures afférentes au paiement seront établies par le Titulaire en un original avec deux exemplaires en copie (au compte ouvert au nom du prestataire, qui communiquera un RIB original).Il sera fait application de l'article 87 du Code des Marchés Publics concernant les avances. Le droit du sous-traitant à une avance est ouvert dès la notification du marché ou de l'acte spécial par le Pouvoir Adjudicateur conformément à l'article 115 2° al 4 du Code des marchés publics. Aucune avance supérieure à 5 % n'est prévue pour le présent marché. Le nantissement ou la cession de créance s'effectuera conformément aux articles 106 et suivants du Code des marchés publics.","Il est rappelé aux concurrents que les opérateurs économiques sont autorisés à se porter candidat sous la forme d'un candidat unique possédant toutes les compétences réclamées, du groupement solidaire ou du groupement conjoint, sous réserve du respect des règles relatives à la concurrence.Toutefois, le pouvoir adjudicateur manifeste pour le présent marché une préférence pour la forme du groupement solidaire. Le groupement devra donc assurer sa transformation conformément à la décision du pouvoir adjudicateur après l'attribution du marché.La composition du groupement ne pourra être modifiée entre la date de remise des candidatures et la date de signature du marché.",False,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-18136,"Conformément aux articles 101 et suivants du Code des Marchés Publics (CMP), une retenue de garantie de 5% sera prélevée automatiquement par le comptable public sur tous les règlements du marché portant uniquement sur la ligne du BPU pour les respirateurs (configuration de base). L'assiette de la retenue intègre donc les révisions de prix et les avenants mais ne comprend pas les intérêts moratoires.","Les dépenses relatives au présent marché sont financées par imputation au budget propre du CHU-Hôpitaux de Rouen.Le mode de règlement choisi par la personne publique est le virement, dans le délai global de paiement de 50 jours et dans les conditions fixées au CCAP.","Le marché peut être conclu soit avec une entreprise individuelle, soit avec un groupement d'entreprises. En cas de candidature sous forme de groupement, il est rappelé que la lettre de candidature (DC1) doit être signée par tous les membres du groupement. Il doit aussi impérativement préciser la désignation du mandataire, qui sera le seul interlocuteur du groupement pour le CHU-Hôpitaux de Rouen.Chaque membre du groupement doit avoir impérativement joint à sa candidature toutes les pièces demandées au présent règlement, sous peine d'élimination du groupement dans sa totalité.La composition du groupement ne peut être changée pendant la phase de la consultation.Les candidats pourront présenter plusieurs offres en agissant à la fois :- En qualité de candidats individuels et de membres d'un ou plusieurs groupements ;- En qualité de membres de plusieurs groupements.Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.",False,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-3321,"Pas de retenue de garantie appliquée.Pas de garantie à première demande, ni de caution personnelle et solidaire demandées.Le titulaire sera tenu, au titre des travaux réalisés, à une garantie de parfait achèvement d'un an à compter de la réception des travaux et aux autres garanties légales applicables","Budget de l'établissement publicLes conditions de versement d'une avance sont celles prévues aux articles 86, 87 I et II-1 et 88 du CMP. Le titulaire peut refuser le versement de l'avance.Acomptes périodiques (dans les conditions d'applications de l'article 91 du CMP)Mandatement par virement dans les délais indiqués à l'article 98 du CMPLe marché est passé sur prix unitaire.","Les opérateurs économiques pourront se présenter seuls ou en groupement. Un même opérateur économique ne pourra appartenir à plusieurs groupements. Un opérateur économique se présentant en groupement ne pourra présenter une offre en qualité de candidat individuel. Si un groupement se voit attribuer le marché à l'issue de la procédure, il devra, avant la conclusion du marché correspondant, adopter la forme de groupement solidaire.",False,False,,False,True,True,CF_NIV_SUIV,,
16-3323,,,,False,False,,False,True,True,CF_NIV_SUIV,,
16-3324,Aucune garantie financière n'est exigée,Caractéristiques des prix : Prix global forfaitaire. Modalités de variation des prix : Révision Périodique. Annuelle. Modalité de règlement des comptes : selon les modalités définies au contrat. Le délai global de paiement est de 30 jours. Modalités de financements : Eure habitat,Groupement conjoint avec mandataire solidaire. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois : - En qualité de candidats individuels et de membres d'un ou plusieurs groupements ; - En qualité de membres de plusieurs groupements,False,False,Le marché débutera à compter de la notification du contrat,False,False,False,CF_NIV_SUIV,['FR'],
16-3326,,"Imputation budgétaire : Article 2158Paiement par virement au moyen d'un mandat administratif.Le délai de règlement des acomptes, des règlements partiels définitifs ou du solde est de 30 jours, à compter de la réception de la demande de paiement par le pouvoir adjudicateur.","Le marché pourra être attribué à une seule entreprise ou à un groupement d'entreprises.Si le marché est attribué à un groupement conjoint, celui-ci sera tenu d'assurer sa transformation en groupement solidaire après attribution du marché.Les candidats ont la possibilité de présenter pour le marché plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-3328,conformément au réglement de la consultation,autofinancement,conformément au réglement de la consultation,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-333,,La présente consultation est inscrite au budget d'exploitation du Centre Hospitalier de st malo,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
15-182275,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-3333,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-3334,,Financement Ville d'Anglet - Section de Fonctionnement - Paiement sous 30 jours par mandat administratif,"Après attribution, la forme du groupement solidaire sera exigée",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-3335,Sans objet.,"Paiement par mandat administratif (virement bancaire), délai de paiement: 30 jours, cofinancement : Budget propre + emprunt;la part de la collectivité sera financée sur son budget propre.","Chacun des lots fera l'objet d'un marché séparé, conclu avec une entreprise unique ou un groupement d'entreprises solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-3337,Aucune garantie financière et aucun cautionnement ne sont exigés.,"Délai global de paiement (article 98 du C.M.P.) : 30 jours à réception de la facture. Le paiement sera effectué par mandat administratif sur le budget principal de la Ville.Intérêts moratoires : le taux des intérêts moratoires est celui de l'intérêt légal en vigueur à la date à laquelle les intérêts moratoires ont commencé à courir, augmenté de huit points.",,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-3342,,,,False,False,"Cette consultation comporte des conditions d'exécution à caractère environnemental pour les lots no2, 3 et 4 dont le détail est indiqué dans le C.C.A.P (Article 2.1.). Le lot no1 est réservé au profit d'entreprises ou d'établissements visés par l'article 15 du Code des marchés publics.",False,False,False,CF_NIV_SUIV,['FR'],
16-3343,,Ressources propres - Paiement par virement administratif - Délai de paiement article 98 CMP - Versement d'une avance article 87 CMP,,False,False,,False,False,False,CF_NIV_SUIV,,
16-3344,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-3348,,,,False,False,,False,True,True,CF_NIV_SUIV,,
16-3350,,Autofinancement et/ou emprunt,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-3352,,Financement sur crédits budgétaires de l'Université Lille Droit et Santé ;Application du décret no2012.1246 du 7 novembre 2012 relatif à la gestion budgétaire et comptable publique ;Application de l'article 98 du Code des Marchés Publics et du décret no 2008-407 du 28 avril 2008 relatif à la mise en oeuvre du délai maximum de paiement dans les marchés publics : délai maximum de paiement fixé à 30 jours à compter de la réception de la facture par l'Université Lille Droit et Santé.,"Les opérateurs sont autorisés à se porter candidat sous forme de groupement solidaire ou groupement conjoint, sous réserve de respecter des règles relatives à la concurrence.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-3353,,"financement par le budget d'exploitation de l'établissement, paiement à 50 jours par mandat administratif",,False,False,,False,True,False,CF_NIV_SUIV,,
15-175538,,,,False,False,,False,True,True,CF_NIV_SUIV,,
16-3356,"Retenue de garantie de 5,000%, qui peut etre remplacée par une garantie à première demande. Garantie à première demande ou caution personnelle et solidaire couvrant 100,000% du montant de l'avance","Articles 86 à 111 du Code des marchés publics français. Caractéristiques des prix : Prix unitaires. Modalités de variation des prix : Révision Périodique. Annuelle. Une avance de 5,000% sera accordée dans les conditions prévues au contrat. Modalité de règlement des comptes : selon les modalités du C.C.A.G.-Travaux Le délai global de paiement est de 30 jours. Modalités de financements : sur les fonds propres de la collectivité",Groupement conjoint avec mandataire solidaire,False,False,"Les prestations comportent les conditions d'exécution suivantes : Clauses d'exécution à caractère social : Pour promouvoir l'emploi et combattre l'exclusion, la Communauté d'Agglomération de la Rochelle souhaite intégrer une clause d'exécution d'insertion par l'activité économique prenant en compte les objectifs de développement durable. En application de l'article 14 du code des marchés publics , l'entreprise choisie, devra, pour l'exécution du marché, proposer une action d'insertion qui permette l'accès ou le retour à l'emploi de personnes rencontrant des difficultés sociales ou professionnelles particulières dont l'éligibilité est fixée par l'article L5132-1 du code du travail. Une offre qui ne satisferait pas à cette condition sera irrecevable pour non-conformité au cahier des charges",False,False,False,CF_NIV_SUIV,['FR'],
