BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
10-213529,Cté de Cnes de la région d'Yvetot,247600620,Monsieur le Président,,,4 rue de la Brême,76193,Yvetot,,(+33) 2-35-56-14-14,,(+33) 2-35-56-88-42,mp@ccry.fr,,http://www.klekoon.com,,,,,False,False,,False,False
11-259960,Centre Communal d'Action Sociale,26290161400020,,,,Rue du Général de Gaulle,29630,Plougasnou,,(+33) -02-98-67-30-90,,(+33) -02-98-67-30-90,foylog-plougasnou@wanadoo.fr,,,,,,,False,False,,False,False
14-151190,Commune d'Annonay,None,M. Le Maire d'Annonay,,,rue de l'hotel de villeBP 133,07104,annonay cedex,,04-75-69-32-50,,,,,,,,,,False,False,,False,False
14-175067,C.H.U. de Bordeaux,None,Mme PELLET Christine,,,12 rue Dubernat,33404,Talence cedex,,(+33) -05-56-79-61-52,,(+33) -05-56-79-48-84,christine.pellet@chu-bordeaux.fr,http://www.chu-bordeaux.fr,https://www.achats-hopitaux.com,,,,,False,False,,False,False
14-175069,C.H.U. de Bordeaux,None,Mme PELLET Christine,,,12 rue Dubernat,33404,Talence cedex,,(+33) -05-56-79-61-52,,(+33) -05-56-79-48-84,christine.pellet@chu-bordeaux.fr,http://www.chu-bordeaux.fr,https://www.achats-hopitaux.com,,,,,False,False,,False,False
14-195025,Préfecture de Police de Paris,None,M. Le Préfet de Police,,,9 boulevard du palais,75004,paris,,01-53-73-50-36,,01-53-73-67-40,pp-sai-baj@interieur.gouv.fr,,,,,,,False,False,,False,False
14-63956,Ville de Mâcon,None,Mme Anaïs Briday,,,Direction de l'Administration et de la Gestion Service des Affaires juridiques et patrimonialesHôtel de VilleQuai Lamartine,71018,Mâcon cédex,,03-85-39-71-09,,,anais.briday@ville-macon.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
14-72801,Université d'Aix-Marseille,None,Muriel Ginhoux,Responsable marchés publics campus luminy/étoile,,163 av de luminy case 901,13288,Marseille cedex 9,,(+33) 4-91-82-92-30,,(+33) 4-91-82-92-18,muriel.ginhoux@univ-amu.fr,http://www.univ-amu.fr,,,,,,False,False,,False,False
14-72813,Université d'Aix-Marseille,None,Muriel Ginhoux,Responsable marchés publics campus luminy/étoile,,163 av de luminy - case 901,13288,Marseille cedex 9,,(+33) 4-91-82-92-30,,(+33) 4-91-82-92-18,muriel.ginhoux@univ-amu.fr,http://www.univ-amu.fr,,,,,,False,False,,False,False
14-80719,Commune d'Annonay,None,M. Le Maire d'Annonay,,,rue de l'hôtel de villebp 133,07104,annonay cedex,,04-75-69-32-50,,,,,,,,,,False,False,,False,False
