BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
09-72752,Ville de Villiers le Bâcle,None,Monsieur Le Maire,,,place de la mairie,91190,Villiers le bacle,,01-69-33-15-15,,01-60-19-32-85,mairie@ville-villierslebacle.fr,,,,,,,False,False,,False,False
12-119059,Groupe Hospitalier Est Réunion,None,M. Alix MOUTOUSSAMY,,,30 RN 3-ZAC Madeleine- BP 186- Bras-Fusil,97470,Saint-Benoit,RE,02-62-98-81-14,,02-62-98-81-01,a.moutoussamy@gher.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
12-27985,CHI Toulon La Seyne sur mer,None,Cellule des Marchés,,,Hôpital ste musse54 rue henri sainte claire devilleCS 31412,83056,Toulon cedex,,,,,,,https://ch-toulon.achatpublic.com,,,,,False,False,,False,False
13-152486,Commune de Saint-Avé,None,Mme le Maire,,,MairiePlace de l'Hôtel de Ville,56890,Saint-Avé,,02-97-60-70-10,,02-97-44-58-91,,,https://marches.e-megalisbretagne.org,,,,,False,False,,False,False
14-105235,Commune de Sangatte,None,"Monsieur le Maire, Guy ALLEMAND",,,"place de la république, blériot-plage",62231,Sangatte,,03-21-34-63-50,,03-21-97-60-86,,http://www.ville-sangatte.fr,http://www.achatpublic.com.,,,,,False,False,,False,False
15-114417,Métropole de Lyon,None,M. le président ou son représentant,,,délégation aux ressourcesDirection de la Logistique du Patrimoine et des Bâtimentsservice ressources unité marchéscs 33569,69399,Lyon Cedex 03,,,,,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
15-141939,E.P.S. de Ville-Evrard,None,"Mme PIERSON Antoinette, Adjoint des Cadres",,,202 avenue Jean Jaurès,93332,Neuilly sur Marne cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_UgRAfmCplq&v=1&selected=0,,,,,False,False,,False,False
15-153233,Commune d'Argentan,None,Monsieur le Maire,,,Place du Docteur CouinaudBP 60203,61201,Argentan Cedex,,02-33-36-40-00,,02-33-36-52-07,affaires.generales@argentan.fr,http://www.argentan.fr,http://www.synapse-ouest.com,,,,,False,False,,False,False
15-155938,Ecole Nationale Supérieure de Paysage,None,Henry Jean-Marie,,,"10, rue du Mal Joffre",78000,Versailles,,01-39-24-63-08,,,jm.henry@ecole-paysage.fr,http://www.ecole-paysage.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-170019,Habitat Marseille Provence,None,Service des Marchés,,,25 avenue de Frais Vallon,13388,Marseille cedex 13,,,,,,http://www.hmpmarseille.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
15-177021,Centre des monuments nationaux,None,Pôle Commande publique,,,"hotel de Sully, 62 rue Saint-Antoine",75186,Paris Cedex 04,,(+33)1-44-61-22-08,,,marches-publics@monuments-nationaux.fr,http://www.monuments-nationaux.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=294460&orgAcronyme=f5j,,,,,False,False,,False,False
15-182075,Conseil Général de la Guyane,None,"M. Le Président du Conseil Général, Président du Conseil Général",,,Place L. Heder,97300,Cayenne,,,,,,,http://cg973.marcoweb.fr,,,,,False,False,,False,False
15-187689,Ville d'Elbeuf sur Seine,None,Philippe PONS,,,Hôtel de Ville - Direction des Services Techniques - Place Aristide Briand,76500,Elbeuf sur Seine,,02-32-96-90-11,,02-32-96-90-44,,,http://www.mairie-elbeuf-marches.com,,,,,False,False,,False,False
15-190832,Mairie de Saint-Fargeau-Ponthierry,None,"M. GUYARD Jérôme, Le Maire, Conseiller départemental",,,Commune de Saint-fargeau-ponthierry,77310,Saint-fargeau-ponthierry,,,,,,,,,,,,False,False,,False,False
15-82882,Ville de Riom,None,Monsieur le Maire,,,23 rue Hôtel de Ville,63200,Riom,,,,,,,,,,,,False,False,,False,False
16-10056,Centre hospitalier de Sens,None,Monsieur le directeur,,,1 avenue pierre de coubertin,89108,sens cedex,,(+33)03-86-86-15-15,1042,(+33)03-86-86-10-07,marches.publics@ch-sens.fr,http://www.ch-sens.fr,http://www.e-bourgogne.fr,,,,,False,False,,False,False
16-11316,Ministère de la Justice-Antenne Région,None,Madame la Chef du département immobilier de Paris,,,Ministère de la Justice 1 quai de la Corse,75181,Paris cedex 04,,01-45-80-66-95,,01-44-62-60-61,,,,,,,,False,False,,False,False
