BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
16-125471,False,False,False,True,False,False,False,,False,False,,,,False,"Pour procéder aux réparations sur les pièces d'origine, il n'y a que le constructeur ou une société agréés qui ont l'exclusivité pour intervenir.Les sociétés SEMAT, FAUN Environnement, TERBERG et PB Environnement sont seules habilitées pour les lots qui les concernent à fournir les pièces détachées et à réaliser des opérations d'entretien sur cex matériels."
16-136236,False,False,False,True,False,False,False,,False,False,,,,False,"marché négocié selon les dispositions de l'article 35.II.8 de l'ancien code des marchés Publics, certificat d'exclusivité à l'appui"
16-136264,False,False,False,True,False,False,False,,False,False,,,,False,"Marché négocié sans publicité préalable et sans mise en concurrence établi en application de l'article 3.II.8 de l'ancien code des Marchés Publics, certificat d'exclusivité à l'appui"
16-136348,False,False,False,True,False,False,False,,False,False,,,,False,"marché négocié sans publicité préalable et sans mise en concurrence établi en application de l'article 35.II.8 de l'ancien Code des Marchés Publics, certificat d'exclusivité à l'appui"
16-136818,True,False,False,False,False,False,False,,False,False,,,,False,Le lot a fait l'objet d'une consultation initiale en appel d'offres ouvert sans remise d'offres.
16-140800,False,False,False,True,False,False,False,,False,False,,,,False,"La société CMAR détenant un brevet d'exclusivité concernant ce matériel, il convient afin de garantir la protection du droit qui en résulte, de procéder au lancement d'un marché sans publicité, ni mise en concurrence conformément aux dispositions de l'article 35.II.8 du décret no2006-975 du 1er août 2006 relatif aux marchés publics."
16-142864,False,False,False,False,False,False,False,,False,True,,,,False,Marché de maîtrise d'uvre faisant suite à une procédure de concours restreint. 
16-143199,False,False,False,False,False,False,False,,False,False,,,,True,marchés passés sous le régime de l'article 28 de l'ancien code des marchés publics
16-143412,False,False,False,False,False,False,False,,False,False,,,,True,Le montant estimé de la valeur du marché est inférieur au seuil d'obligation de mise en concurrence par une procédure formalisée au sens de l'ordonnance no2015-899 et du décret no2016-360
16-143573,True,False,False,False,False,False,False,,False,False,,,,False,Conformément à l'Art 30 2° Lorsque dans le cadre d'une procédure d'appel d'offres lancée aucune candidature ou aucune offre n'a été déposée dans les délais prescrits.
