BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
16-164892,Conseil général du Val d'Oise,None,"M. Président, Le Conseil départemental du Val d'Oise",,,"2, avenue du parc CS 20201",95032,Cergy pontoise cedex,,,,,,,,,,,,False,False,,False,False
16-164894,Ville de Saint André (974),None, Monsieur le Maire,,,Place du 2 décembre - BP 505,97440,Saint André,RE,(+33) 2-62-58-88-88,,(+33) 2-62-46-80-33,marche.public@saint-andre.re,,https://www.marches-securises.fr,,,,,False,False,,False,False
16-164895,COMMUNE DE MONTCLAR,None,,,FR821,"Bâtiment communal, Col Saint-Jean",04140,Montclar,,(+33) 4-92-30-92-00,,(+33) 4-92-30-92-09,administration@montclar.com,http://montclar.com/fr/,,,,http://montclar.com/fr/,,False,False,,False,False
16-164896,Communauté d'Agglomération de Poitiers,None,François Serret,,,Direction Système d'Information - Techniques NumériquesPLACE MARECHAL LECLERC CS 1056986021 POITIERS CEDEX,86021,Poitiers cedex,,05-49-30-81-27,,,francois.serret@grandpoitiers.fr,http://www.grandpoitiers.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
16-164897,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,None,M. TOURRET Jean-Gaël,,,"Cellule des marchés du groupe hospitalier - hôpital Saint-Louis 2, avenue Claude Vellefaux",75475,Paris,,,,,,,,,,,,False,False,,False,False
16-164898,Commune de Méréville,None,"M. LAROCHE Pierre, DGS",,,Place de l'Hôtel de Ville,91660,Méréville,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
16-164899,Centre Hospitalier de Wattrelos,None, Buchenet Sabrina,,,30 rue du Docteur Fleming,59393,Wattrelos,,03-20-66-41-20,,03-20-66-40-01,s.buchenet@ch-wattrelos.com,http://www.ch-wattrelos.com/,http://www.ch-wattrelos.com/,,,,,False,False,,False,False
16-164901,Ville de Codolet,None, Roseline Pelurson,,,rue Frédéric Mistral,30200,Codolet,,04-66-90-15-55,,,sg@codolet.fr,http://codolet.e-marchespublics.com,http://codolet.e-marchespublics.com,,,,,False,False,,False,False
16-164902,Commune de Méréville,None,"M. LAROCHE Pierre, DGS",,,Place de l'Hôtel de Ville,91660,Méréville,,,,,,,,,,,,False,False,,False,False
16-164904,C.I.V.I.S.,None,,,FR94,29 route de l'entre-deux,97410,Saint-Pierre,,(+33) -02-62-49-96-00,,(+33) -02-62-33-06-36,damp@civis.re,http://www.civis.re,http://civis.e-marchespublics.com,,,,,False,True,,False,True
16-164907,MAIRIE DE KOUNGOU,None,,,FR,97690,97690,koungou,YT,(+26) -22-69-61-42-42,,(+26) -22-69-63-88-78,service-finance@koungou.fr,http://www.mairie-koungou.com,,,,,,False,True,,False,True
16-164908,DRFIP RHONE,None,"M. ARNOUX Brigitte, DRFIP RHONE",,,"3, rue de la Charité",69268,Lyon cedex 02,,04-72-40-84-31,,04-72-40-77-98,,,,,,,,False,False,,False,False
16-164909,ACOSS,None,,,FR1,"36, rue de Valmy",93108,Montreuil,,(+33) 1-77-93-62-58,,(+33) 1-58-84-15-09,benoit.sauvageon@acoss.fr,http://www.acoss.fr,https://acoss.achatpublic.com,,,https://acoss.achatpublic.com,,False,True,,False,True
16-164910,SYTRAL,25690099400011,,,FR716,"21 Boulevard Vivier Merle, Cs 63815",69487,Lyon,,(+33) 4-72-84-58-00,,(+33) 4-78-53-12-84,unitemarches@sytral.fr,https://www.marches-publics.info,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
16-164911,Département de la Réunion,None,"Mme DINDAR Nassimah, Présidente du Conseil Départemental",,,"Direction de la Commande Publique, 31 rue de Paris",97400,Saint-Denis,,02-62-58-66-70,,02-62-58-66-89,marchespublics@cg974.fr,http://www.cg974.fr,http://marchespublics.cg974.fr,,,,,False,False,,False,False
16-164912,COMMUNE DE DAVRON,None," GUIBOUT Damien, Maire",,,"4 bis, Rue Saint-Jacques",78810,DAVRON,,01-30-54-47-14,,09-72-11-08-12,mairie@davron.fr,,https://www.marches-publics.info,,,,,False,False,,False,False
16-164914,Ville de Levallois,None, le Maire,,,"Hôtel de Ville, Place de la République",92300,Levallois,,01-49-68-30-00,,01-47-59-03-96,marches@ville-levallois.fr,http://www.ville-levallois.fr,http://www.ville-levallois.fr,,,,,False,False,,False,False
16-164915,Commune de Châtenay-Malabry,21920019300015,,,FR105,26 rue du Docteur Le Savoureux,92290,Châtenay-Malabry,,(+33) 1-46-83-46-83,,(+33) 1-46-83-45-89,commande-publique@chatenay-malabry.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,True,,False,True
16-164916,COM COM CHINON VIENNE ET LOIRE,None," DUPONT Jean-Luc, Président",,,32 Rue Marcel Vignaud BP 110,37420,AVOINE,,02-47-93-78-78,,02-47-93-78-87,l.acier@cc-cvl.fr,,http://www.pro-marchespublics.com,,,,,False,False,,False,False
