BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
16-134789,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-134790,,financement étatpaiement à trente jours,"Le marché sera conclu :- soit avec un prestataire unique ;- soit avec des prestataires groupés conjoints.Le mandataire du groupement conjoint sera solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la personne publique, pour l'exécution du marché.",False,False,,False,True,True,CF_NIV_SUIV,,
16-134791,"Retenue de garantie de 5.0 %, qui peut être remplacée par une garantie à première demande. Garantie à première demande couvrant 100.0 % du montant de l'avance.",Prestations réglées par des prix unitaires Prix révisables mensuellement. Avance de 5.0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Le financement est assuré sur le budget de l'Agglomération d'Agen (ressources propres).,,False,False,Possibilité pour les candidats de proposer un délai d'exécution sans dépasser le délai d'exécution maximum ci-dessus. Début d'exécution du marché à compter de la date fixée par ordre de service.,False,True,False,CF_NIV_SUIV,['FR'],
16-134793,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-134795,,"Les dépenses relatives au paiement des prestations du marché seront imputées sur le budget de l'hôpital Henri Mondor des Hôpitaux Universitaires Henri Mondor.En application des articles 17, 18 et 19 du décret du 25 mars 2016 relatif aux marchés publics, les prix du marché seront révisables dans les conditions fixées au CCAP et son annexe.","Groupement de candidatsLe candidat peut se présenter sous forme de groupement sous réserve du respect des règles relatives à la concurrence. Dans ce cas, le formulaire DC1 devra préciser si le groupement est solidaire ou conjoint et être dûment complété. L'acte d'engagement devra être soit co-signés par l'ensemble des entreprises groupées, soit signés par le mandataire seul dès lors qu'il justifie des habilitations nécessaires pour représenter les membres du groupement. Dans les deux formes de groupement, le nom du mandataire doit être expressément désigné dans l'acte d'engagement. Chaque membre du groupement doit fournir les documents listés à l'article 14. du RC. En cas de groupement un outil de co-signature est disponible sur le site https://www.achats-hopitaux.com.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-134797,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
16-134798,,,,False,False,,False,True,False,CF_NIV_SUIV,,
16-134799,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-134800,,,,False,False,,False,True,True,CF_NIV_SUIV,,
16-134805,,,groupement constitué d'un : - architecte mandataire inscrit à l'ordre des Architectes - economiste - bet Structures - bet Fluides Co-Traitants justifiant tous de qualification(s) et/ou références.,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134806,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
16-134808,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134811,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134813,Néant,Les dépenses effectuées au titre du présent marché seront imputées sur le budget de fonctionnement de la Ville de Paris. Le titulaire pourra céder ou nantir les créances résultant du marché. Le marché ne comporte pas d'avance. Il est prévu le versement d'acompte sur la base des prestations réellement exécutées. Il s'agit d'un marché à prix unitaires révisables. Règlement par virement au compte du titulaire. Délai global de paiement : trente jours maximum conformément à l'article 1er du décret no2013-269 du 29 mars 2013.,"Les opérateurs économiques peuvent se porter candidats individuellement ou sous forme de groupement solidaire ou de groupement conjoint.Il est interdit aux candidats de présenter, pour le marché, plusieurs offres en agissant à la fois :1° En qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2° En qualité de membres de plusieurs groupement",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134815,,"Conformément à l'article 1er du Décret no 2013-269 du 29 mars 2013, les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) ayant droit au paiement direct, seront payées dans un délai global de 30 jours. Par ailleurs, conformément aux articles 110 et 111 du Décret no 2016-360 du 25 mars 2016, une avance, dont le montant est fixé, sous réserve de l'article 135 du Décret no 2016-360 du 25 mars 2016, à 5 % du montant initial toutes taxes comprises du marché, pourra être versée au titulaire sauf indication contraire dans l'Acte d'Engagement. Enfin, conformément à l'article 122 du Décret no 2016-360 du 25 mars 2016, une retenue de garantie de 5 % sera prélevée sur le montant de chaque acompte payé au titulaire. Cette retenue de garantie pourra être remplacée par une garantie à première demande dans les conditions prévues à l'article 123 du Décret no 2016-360 du 25 mars 2016. Son remboursement ne pourra avoir lieu qu'à l'expiration du délai de garantie (article 124 du Décret no 2016-360 du 25 mars 2016).",Le marché pourra être conclu par un groupement d'opérateurs économiques. Il s'agira alors d'un groupement conjoint ou d'un groupement solidaire.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-134816,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134817,,Financement : fonds propres de la Ville. Acomptes prévus (art. 114 du Décret no2016-360 du 25 mars 2016). Avance prévue correspondant à 5% du montant du marché si celui ci est supérieur à 50 000 euro(s). Paiement par virement administratif selon les règles de la comptabilité publique (30 jours à compter de la date de réception de la facture ou du service fait).,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-134820,,,,False,False,,False,True,True,CF_NIV_SUIV,,
16-134824,Aucune clause de garantie financière ne sera appliquée.,"Les prestations seront rémunérées dans les conditions fixées par les règles de comptabilité publique, conformément à l'article 109 du décret 2016-360 du 25 mars 2016 et financés selon les modalités suivantes : Budget annexe du service de l'eau",,False,False,,False,False,True,CF_NIV_SUIV,,
16-134826,,Le marché est financé par les ressources budgétaires. Les règlements seront effectués par virement bancaire dans un délai de 30 jours,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-134830,,Fonds propres. Budget d'exploitation de l'établissement. Les paiements seront effectués par mandat administratif au compte courant du titulaire précisé sur l'acte d'engagement et selon les règles de la comptabilité publique dans les conditions prévues à l'article 1er du décret no 2013-269 du 29 mars 2013 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique modifié par décret no 2016-360 du 25 mars 2016 relatif aux marchés publics - article 183. Le comptable assignataire chargé des paiements est Monsieur le Trésorier Principal du Centre Hospitalier de Mâcon.,Indifférent,False,False,,False,True,True,CF_NIV_SUIV,,
16-134831,une retenue de garantie de 5% du montant du marché sera appliquée.,"Délai maximum de paiement : 30 jours, par mandat administratif et virement",,False,False,,False,True,True,CF_NIV_SUIV,,
16-134832,Il n'est pas prévu le versement d'une avance.Il n'est pas prévu de retenue de garantie,Ressources propres,Aucune forme juridique imposée,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-134833,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134834,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
16-134835,"Le dossier de consultation sera remis gratuitement à chaque candidat, jusqu'à la date limite de remise des plis.Aucune garantie financière ne sera exigée","Modalités de financement : Section d'exploitation du budget de l'établissement public de santé.Modalités de paiement : une avance pourra être versée selon les modalités fixées aux articles 110 à 113 du décret no2016-360 du 25 mars 2016.Le délai global de paiement est de 50 jours maximum, suivant la date de réception des demandes de paiement conformes.Pas de versement d'acomptes. Paiement à chaque bon de commande.Prix fermes jusqu'au 31/12/2017 puis révisables, en cas de reconduction, aux 01/01/2018, 01/01/2019 et 01/01/2020.","Conformément à l'article 45 du décret no2016-360 du 25 mars 2016, les candidats peuvent présenter leur offre sous forme de groupement solidaire ou de groupement conjoint. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement conjoint est solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-134836,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-134840,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16-134844,,les prestations sont traitées à prix forfaitaires et à prix unitaires. Les prix sont révisables. Le règlement des dépenses se fera par virement bancaire avec mandat administratif. Le délai global de paiement ne pourra excéder 30 jours selon les dispositions de l'article 183 du Décret no 2016-360 du 25 mars 2016. Financement sur les fonds propres de la Ville de Poitiers et de Grand Poitiers.,"aucune forme de groupement n'est imposée par le pouvoir adjudicateur. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article 45-iii du Décret no 2016-360 du 25 mars 2016.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
16-134845,,,,False,False,,False,True,False,CF_NIV_SUIV,,
