BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
16-150039,CNFPT,None,"Mme Mokrab Ferroudja, Centre National de la Fonction Publique Territoriale",,,"80, rue de Reuilly - CS 41232 80, rue de Reuilly - CS 41232",75578,Paris cedex 12,,01-55-27-40-05,,,commande.publique@cnfpt.fr,http://www.cnfpt.fr,,,,,,False,False,,False,False
16-150040,CHU St Etienne,None,"Mme Laurence Vetard, Responsable marchés",,,Direction du système d'information - 8 rue Bossuet,42055,St etienne,,04-77-12-79-15,,,laurence.vetard@chu-st-etienne.fr,,http://www.achats-hopitaux.com,,,,,False,False,,False,False
16-150041,Ville d'Angers,None, Le Maire,,,Direction de la Voirie 58 Bd du Doyenné,49100,Angers,,,,,,https://alm.marches-securises.fr,,,,,,False,False,,False,False
16-150042,COMMUNE DE CHUELLES,None,HAMON Stéphane,,,Mairie - 10 rue des Ecoles,45220,Chuelles,,02-38-94-23-63,,,mairiedechuelles@gmail.com,,,,,,,False,False,,False,False
16-150043,Conseil Général de la Loire,None, le Président,,,"Hôtel du département, 2 rue Charles de Gaulle",42022,Saint-Etienne,,,,,retraitmarche@cg42.fr,http://www.loire.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
16-150045,Conseil Général de l'Eure,None,,,FR231,Boulevard Georges Chauvin CS 72101,27021,Evreux Cedex 01,,,,,marchespublics@eure.fr,http://www.eure-en-ligne.fr,https://marchespublics.cg27.fr,,https://marchespublics.cg27.fr,https://marchespublics.cg27.fr,,False,True,,False,True
16-150046,Ville de Saint-Jean-de-Maurienne,None,M. le Maire,,,Hôtel de villeBP 100,73302,Saint-Jean-de-Maurienne cedex,,04-79-64-11-44,,04-79-64-11-44,,,http://www.marches-securises.fr,,,,,False,False,,False,False
16-150047,Lorient Agglomération,None,"M. METAIRIE Norbert, Le Président",,,CS 20001,56314,Lorient cedex,,02-90-74-71-89,,02-90-74-71-99,commande-publique@agglo-lorient.fr,,https://marches.e-megalisbretagne.org,,,,,False,False,,False,False
16-150048,Ville de Franconville,None,,,FR,"11, Rue de la Station B.P. 90043",95132,Franconville Cedex,,,,,marches@ville-franconville.fr,http://franconvillemp.marcoweb.fr,http://franconvillemp.marcoweb.fr,,,,,False,True,,False,True
16-150049,Conseil Départemental de l AVEYRON,None,,,FR622,Direction des Routes et des Grands Travaux Route du Monastère CS 10024,12450,Flavin,,(+33) 5-65-59-34-20,,(+33) 5-65-73-32-92,st.marches.admin@aveyron.fr,http://www.aveyron.fr,http://www.aveyron.fr,,,http://www.aveyron.fr,,False,True,,False,True
16-150050,Ville de Plougastel Daoulas,None,,M. le Maire,FR522,,None,Plougastel-Daoulas,,(+33) 2-37-57-57,,(+33) 2-37-57-50,mairie-plougastel@mairie-plougastel.fr,http://www.mairie-plougastel.fr,http://www.megalisbretagne.org,,https://marches.megalisbretagne.org,https://marches.megalisbretagne.org/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=84563&amp;orgAcronyme=a1p,,False,True,,False,True
16-150051,COMMUNE DE COUPVRAY,None,Thierry CERRI,,,Place de la Mairie,77700,Coupvray,,01-64-63-43-00,,,sophie.macon@coupvray.fr,,https://www.boamp.fr/demat/consultation/CONS-16-150051,,,,,False,False,,False,False
16-150052,Ville d'Aix-en-Provence,21130001700012,,Damien CAPO,FR824,"Direction des marchés publics, CS 30715",13616,Aix-en-provence cedex 1,,(+33) 4-42-91-99-89,,(+33) 4-42-91-91-77,capod@mairie-aixenprovence.fr,http://www.aixenprovence.fr/Publicites-Marches-Publics,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
16-150053,Centre Hospitalier Esquirol,None,M. Le Directeur,,,15 Rue du Dr Marcland,87025,Limoges Cedex,,,,,,http://www.ch-esquirol-limoges.fr,,,,,,False,False,,False,False
16-150054,Ville de Saint Junien,None," M. le Maire, Pierre Allard",,,"2 Place Auguste Roche, BP 115",87205,SAINT JUNIEN Cedex,,,,,,http://saint-junien.e-marchespublics.com,http://saint-junien.e-marchespublics.com,,,,,False,False,,False,False
16-150055,Communauté Urbaine de Dunkerque,None,,Service des marchés publics,FR301,Pertuis de la MarineBP 85530,59386,Dunkerque cedex 1,,(+33) 3-28-62-70-60,,(+33) 3-28-62-71-60,commandepublique@cud.fr,https://www.communaute-urbaine-dunkerque.fr/,https://flandredunkerque.marches-securises.fr/,,,https://flandredunkerque.marches-securises.fr/,,False,True,,False,True
16-150057,Ville du Havre,None,,Secrétariat de la Commission d'appel d'Offres,FR232,1517 Place de l'Hôtel de Ville - CS 40051,76084,Le Havre Cedex,,(+33) -02-35-19-43-66,,(+33) -02-35-19-44-66,secretariatcao@codah.fr,https://lehavre.fr,http://www.mpe76.fr,,,,,False,True,,False,True
16-150058,Chambéry métropole,None,,Direction de la commande publique et des assurances,FR717,106 allée des Blachères - CS 82618,73026,Chambéry cedex,,(+33) 4-79-96-86-06,,(+33) 4-79-96-86-39,marches.publics@chambery-metropole.fr,http://www.chambery-metropole.fr,https://marchespublics.chambery-metropole.fr,,,,,False,True,,False,True
16-150059,Ville de Conflans Sainte Honorine,None,,,FR103,63 rue Maurice Berteaux - BP 350,78703,Conflans cedex,,(+33) 1-34-90-89-26,,(+33) 1-34-90-88-09,vice-president-cao@mairie-conflans.fr,http://www.conflans-sainte-honorine.fr,https://www.achats-franciliens.fr/vie-pratique/developpement-economique/marches-publics/,,https://www.achats-franciliens.fr,https://www.achats-franciliens.fr,,False,True,,False,True
16-150061,METROPOLE D AIX MARSEILLE PROVENCE,None,,Conseil de Territoire du Pays d'Aix - Direction commande publique,FR824,"58, boulevard Charles Livon",13007,Marseille,,(+33) 4-88-78-88-00,,,direction-marches@agglo-paysdaix.fr,http://www.agglo-paysdaix.fr,https://marchespublics.ampmetropole.fr,,https://marchespublics.ampmetropole.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=373&orgAcronyme=t5y,https://marchespublics.ampmetropole.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=373&orgAcronyme=t5y,,False,True,,False,True
16-150062,Ville de Villemomble,None,"M. CALMEJANE Patrice, Maire",,,13 bis rue d'Avron,93250,Villemomble,,01-49-35-25-35,,,marches-publics@mairie-villemomble.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
16-150063,Lycée des Arènes,None,M. Coste Patrick,,,Place Émile Male,31000,toulouse,,,,,cuisine.centrale31@wanadoo.fr,http://www.cuisine-centrale-des-lycees.fr,https://www.boamp.fr/demat/consultation/CONS-16-150063,,,,,False,False,,False,False
16-150064,Métropole Nice côte d'azur,None,,,FR823,5 rue de l'Hôtel de ville,06364,Nice cedex 4,,(+33) 4-89-98-10-00,,,dao@nicecotedazur.org,http://www.e-marches06.fr,,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
16-150065,Ville de Cavalaire sur Mer,None,M. Leonelli Philippe,,,Place Benjamin GaillardCS50150,83240,Cavalaire sur mer,,04-94-00-48-26,,04-94-64-60-43,elise.saint-jalmes@cavalaire.fr,http://klekoon.com,http://klekoon.com,,,,,False,False,,False,False
16-150066,CCIT du Puy de dôme,None,,,FR724,148 Boulevard Lavoisier,63037,Clermont-ferrand,,(+33) 4-73-43-43-18,,(+33) 4-73-43-43-42,carfeuil@auvergne.cci.fr,http://www.puy-de-dome.cci.fr/,https://www.marches-publics.gouv.fr,,,,,True,False,,False,True
16-150068,Grenoble Alpes Métropole,None,M. le président,,,3 rue Malakoff - Le Forum,38031,Grenoble cedex 01,,,,,,,,,,,,False,False,,False,False
16-150069,Ville de Verdun,None,Cellule Achats,,,11 rue du Président Poincaré,55100,Verdun,,(+33)3-29-83-44-22,,(+33)3-29-83-44-04,grp-juridique@grandverdun.fr,http://www.verdun.fr,http://www.klekoon.com/?organisme=VERDUN,,,,,False,False,,False,False
16-150071,Ville de Barentin,None,,,FR23,BP 12 Place de la Libération,76360,Barentin,,(+33) 2-32-94-90-29,,,marchespublics@ville-barentin.fr,http://www.ville-barentin.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
16-150072,Ville de Cergy,None,Service de la Commande Publique,,,3 place de l'hôtel de ville BP 4800,95801,Cergy Pontoise,,01-34-33-45-08,,01-34-33-45-04,servicemarches@ville-cergy.fr,,http://www.marches.securises.fr,,,,,False,False,,False,False
16-150073,SIVOM du Cavo,None, DYCKE benoit,,,Mairie annexe,20144,Sainte Lucie de Porto-Vecchio,,04-95-71-53-78,,04-95-71-49-18,sivomducavu@orange.fr,http://sivom-du-cavo.e-marchespublics.com,http://sivom-du-cavo.e-marchespublics.com,,,,,False,False,,False,False
16-150074,Centre Hospitalier de Castelnaudary,None,M. Brodut,,,19 avenue MGR de Langle,11400,Castelnaudary,,04-68-94-56-56,11400,,alain.brodut@ch-castelnaudary.fr,,,,,,,False,False,,False,False
16-150075,Ville de Bormes-les-Mimosas,None,M. le maire,,,Service de la commande publique1 place saint françois,83230,Bormes les mimosas,,04-94-05-34-68,320,,service.marches@ville-bormes.fr,,http://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
16-150076,MINDEF/EMA/SCA/CESCOF,None,,,FR103,Centre d'expertise du soutien du combattant et des forces Quartier estienne 11 rue de groussay,78120,Rambouillet,,,,,cescof@intradef.gouv.fr,http://www.marches-publics.gouv.fr,,,,https://www.marches-publics.gouv.fr,,False,True,,False,True
16-150077,OPH de Saint-Dizier,None,Service Marchés,,,1 rue jean vilar,52100,saint dizier,,,,,,,,,,,,False,False,,False,False
16-150078,Ville de Restinclieres,None,,,FR,1 PLACE DE LA REPUBLIQUEHOTEL DE VILLE,34160,RESTINCLIERES,,(+33) 4-67-86-60-02,,(+33) 4-67-86-68-56,dgs@restinclieres.com,http://www.restinclieres.com,,,,http://www.marches.montpellier-agglo.com,,False,True,,False,True
16-150081,SMAT,None,,,FR623,Agissant au nom et pour le compte du SMTC 1 place Esquirol BP 10416,31004,Toulouse cedex 6,,(+33) 5-61-14-48-50,,(+33) 5-61-14-48-51,commande-publique@smat-toulouse.fr,http://tisseo.fr,,,,http://www.tisseo.fr,,False,True,,False,True
