BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
08-139816,Ville de Saint-Hippolyte,None,M. le maire,,,place de verdun,17430,Saint Hippolyte,,,,,,,,,,,,False,False,,False,False
09-132528,COMMUNE DE BATZENDORF,None,Commune de Batzendorf,,,2 rue du Moulin,67500,Batzendorf,,,,,,,,,,,,False,False,,False,False
10-273444,COMMUNE DE PLOUDANIEL,None,Monsieur le Maire,,,Coatdaniel,29260,Ploudaniel,,,,,,,,,,,,False,False,,False,False
13-81366,Communauté de l'agglomération havraise,None,,,,19 rue Georges Braque,76600,Le Havre,,,,,,http://www.codah.fr,,,,,,False,False,,False,False
13-95774,DREAL ACAL,None,Crouzet cyril,,,2 rue augustin fresnel,57071,Metz,,,,,,,,,,,,False,False,,False,False
15-48749,CNFPT représenté par la Soderec,None,Julie Brachet,,,mandataire agissant au nom et pour le compte du CNFPT 255 rue de l'acropole,34000,Montpellier,,(+33)4-99-64-65-60,,,,,http://www.lasoderec.com,,,,,False,False,,False,False
15-82679,IHU-Strasbourg,None,M. le Directeur Général,,,"1, place de l'Hôpital",67091,Strasbourg Cedex,,(+33)3-90-41-36-00,,(+33)90-41-36-99,info@ihu-strasbourg.eu,http://www.ihu-strasbourg.eu,,,,,,False,False,,False,False
16-101801,OPPIC,None,Mme. la Présidente de l'OPPIC,,,30 rue du Château des Rentiers,75647,Paris Cedex 13,,,,,,,,,,,,False,False,,False,False
16-102075,Ville d'Hérouville Saint-Clair,None,,,FR251,11 place François MitterrandDRF/Service des Marchés Publics (SMPA),14200,Hérouville Saint-Clair,,,,,marche-public@herouville.net,http://www.herouville.net,,,,,,False,True,,False,True
16-103775,Ville de Caussade,None,Le Maire,,,Place du Général de Gaulle,82300,Caussade,,05-63-65-09-05,,05-63-63-19-37,francoisec@mairie-caussade.com,,,,,,,False,False,,False,False
16-103913,Ville de Saint-Amand-les-Eaux,None,Monsieur le Député Maire,,,65 Grand PlaceCS 30209,59734,Saint Amand les Eaux,,03-27-22-48-00,4930,03-27-22-49-29,marchespublisc@saint-amand-els-eaux.fr,http://www.saint-amand-els-eaux.fr,http://marches.cdg5962.fr,,,,,False,False,,False,False
16-108521,Département de l'Ain,None,,,FR711,Direction des routesService Routes-aménagement45 avenue Alsace LorraineCS 10114,01003,Bourg en Bresse Cedex,,(+33) 4-74-47-05-76,,,secretariat-sra@ain.fr,http://www.ain.fr/marchespublics,http://www.ain.fr/marchespublics,,http://www.ain.fr/marchespublics,http://www.ain.fr/marchespublics,,False,True,,False,True
16-110298,SIS de Pournoy-la-Grasse,None,,,FR,"4, rue de la Mairie",57420,Pournoy-la-Grasse,,(+33) -87-52-65-27,,,sis57420@orange.fr,https://www.pournoylagrasse.fr/,http://marchespublics-matec57.fr/,,,,,False,True,,False,True
16-112274,Ville de Grand Quevilly,None,M. le Maire,,,Esplanade Tony LarueBP 206,76120,Grand-Quevilly,,,,,,,,,,,,False,False,,False,False
16-112510,Reseau des acheteurs hospitaliers IDF,None,,Dominique Legouge ,FR,47 rue de charonne,75011,PARIS 11EME ARRONDISSEMENT,,(+33) 1-55-78-54-58,,,marchespublics@resah.fr,http://www.resah.fr/,http://www.achat-hopital.com,,,http://www.achat-hopital.com,,False,True,,False,True
16-113587,SICTOM Loir et Sarthe,None,,,FR,,49125,TIERCE,,(+33) -02-41-37-56-89,,,sictom@loir-sarthe.fr,http://www.sictomls.fr,,,,,,False,True,,False,True
16-113752,DILA,None,,"Mme Sophie Sonnet-Vongphakdy (mettre en copie Samy Ammarkhodja, samy.ammarkhodja@dila.gouv.fr)",FR,"26, rue Desaix",None,Paris Cedex 15,,,,,sophie.sonnet-vongphakdy@dila.gouv.fr,http://www.dila.premier-ministre.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
